,abilities,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,images,Pokemon ID,Description
149,"['Pressure', 'Unnerve']",80.55555555555556,30720,0,780,0.0,Genetic Pokémon,28.88888888888889,1250000,2.0,41.33858267716536,Mewtwoミュウツー,150 Mewtwo,,150,100.0,47.61904761904761,77.14285714285715,psychic,,122.0,1,1,images/150.png,150,"Mewtwo is a Psychic type Pokémon introduced in Generation 1. Mewtwo has two Mega Evolutions, available in Generation 6 games. They can be activated in battle when holding the Mega Stones, Mewtwonite X and Mewtwonite Y respectively."
150,['Synchronize'],52.77777777777778,30720,100,600,16.666666666666664,New Species Pokémon,42.22222222222222,1059860,0.4,38.976377952755904,Mewミュウ,151 Mew,,151,48.91304347826087,38.095238095238095,54.285714285714285,psychic,,4.0,1,1,images/151.png,151,Mew is a Psychic type Pokémon introduced in Generation 1.
151,"['Overgrow', 'Leaf Guard']",24.444444444444443,5120,70,318,16.666666666666664,Leaf Pokémon,26.666666666666668,1059860,0.9,17.322834645669293,Chicoritaチコリータ,152 Chikorita,88.1,152,21.195652173913043,21.428571428571427,22.857142857142858,grass,,6.4,2,0,images/152.png,152,Chikorita is a Grass type Pokémon introduced in Generation 2.
152,"['Overgrow', 'Leaf Guard']",31.666666666666664,5120,70,405,16.666666666666664,Leaf Pokémon,33.33333333333333,1059860,1.2,23.228346456692915,Bayleafベイリーフ,153 Bayleef,88.1,153,28.80434782608696,28.57142857142857,31.428571428571427,grass,,15.8,2,0,images/153.png,153,Bayleef is a Grass type Pokémon introduced in Generation 2.
153,"['Overgrow', 'Leaf Guard']",42.77777777777778,5120,70,525,16.666666666666664,Herb Pokémon,42.22222222222222,1059860,1.8,31.10236220472441,Meganiumメガニウム,154 Meganium,88.1,154,39.67391304347826,38.095238095238095,42.85714285714285,grass,,100.5,2,0,images/154.png,154,Meganium is a Grass type Pokémon introduced in Generation 2.
154,"['Blaze', 'Flash Fire']",26.111111111111114,5120,70,309,16.666666666666664,Fire Mouse Pokémon,16.88888888888889,1059860,0.5,14.960629921259844,Hinoarashiヒノアラシ,155 Cyndaquil,88.1,155,27.173913043478255,14.285714285714285,34.285714285714285,fire,,7.9,2,0,images/155.png,155,Cyndaquil is a Fire type Pokémon introduced in Generation 2.
155,"['Blaze', 'Flash Fire']",32.77777777777778,5120,70,405,16.666666666666664,Volcano Pokémon,23.555555555555557,1059860,0.9,22.440944881889763,Magmarashiマグマラシ,156 Quilava,88.1,156,38.04347826086957,21.428571428571427,42.85714285714285,fire,,19.0,2,0,images/156.png,156,Quilava is a Fire type Pokémon introduced in Generation 2.
156,"['Blaze', 'Flash Fire']",43.888888888888886,5120,70,534,16.666666666666664,Volcano Pokémon,32.44444444444444,1059860,1.7,30.314960629921263,Bakphoonバクフーン,157 Typhlosion,88.1,157,53.80434782608695,30.952380952380956,54.285714285714285,fire,,79.5,2,0,images/157.png,157,"Typhlosion is a Fire type Pokémon introduced in Generation 2. Typhlosion has a Hisuian Form, introduced in Pokémon Legends: Arceus."
157,"['Torrent', 'Sheer Force']",33.33333333333333,5120,70,314,16.666666666666664,Big Jaw Pokémon,26.222222222222225,1059860,0.6,19.291338582677163,Waninokoワニノコ,158 Totodile,88.1,158,18.47826086956521,13.333333333333334,21.714285714285715,water,,9.5,2,0,images/158.png,158,Totodile is a Water type Pokémon introduced in Generation 2.
158,"['Torrent', 'Sheer Force']",41.66666666666667,5120,70,405,16.666666666666664,Big Jaw Pokémon,33.33333333333333,1059860,1.1,25.196850393700785,Alligatesアリゲイツ,159 Croconaw,88.1,159,26.6304347826087,20.476190476190474,30.28571428571429,water,,25.0,2,0,images/159.png,159,Croconaw is a Water type Pokémon introduced in Generation 2.
159,"['Torrent', 'Sheer Force']",55.55555555555556,5120,70,530,16.666666666666664,Big Jaw Pokémon,42.22222222222222,1059860,2.3,33.07086614173229,Ordileオーダイル,160 Feraligatr,88.1,160,37.5,30.0,41.71428571428572,water,,88.8,2,0,images/160.png,160,Feraligatr is a Water type Pokémon introduced in Generation 2.
160,"['Run Away', 'Keen Eye', 'Frisk']",22.77777777777778,3840,70,215,100.0,Scout Pokémon,12.88888888888889,1000000,0.8,13.385826771653544,Otachiオタチ,161 Sentret,50.0,161,13.586956521739127,11.904761904761903,8.571428571428571,normal,,6.0,2,0,images/161.png,161,Sentret is a Normal type Pokémon introduced in Generation 2.
161,"['Run Away', 'Keen Eye', 'Frisk']",39.44444444444444,3840,70,415,34.523809523809526,Long Body Pokémon,26.222222222222225,1000000,1.8,33.07086614173229,Ootachiオオタチ,162 Furret,50.0,162,19.021739130434785,16.666666666666664,48.57142857142857,normal,,32.5,2,0,images/162.png,162,Furret is a Normal type Pokémon introduced in Generation 2.
162,"['Insomnia', 'Keen Eye', 'Tinted Lens']",13.88888888888889,3840,70,262,100.0,Owl Pokémon,11.11111111111111,1000000,0.7,23.228346456692915,Hohoホーホー,163 Hoothoot,50.0,163,14.130434782608695,17.142857142857142,25.71428571428571,normal,flying,21.2,2,0,images/163.png,163,Hoothoot is a Normal/Flying type Pokémon introduced in Generation 2.
163,"['Insomnia', 'Keen Eye', 'Tinted Lens']",25.0,3840,70,452,34.523809523809526,Owl Pokémon,20.0,1000000,1.6,38.976377952755904,Yorunozukuヨルノズク,164 Noctowl,50.0,164,41.30434782608695,36.19047619047619,37.142857142857146,normal,flying,40.8,2,0,images/164.png,164,Noctowl is a Normal/Flying type Pokémon introduced in Generation 2.
164,"['Swarm', 'Early Bird', 'Rattled']",8.333333333333332,3840,70,265,100.0,Five Star Pokémon,11.11111111111111,800000,1.0,15.354330708661418,Redibaレディバ,165 Ledyba,50.0,165,16.304347826086957,28.57142857142857,28.57142857142857,bug,flying,10.8,2,0,images/165.png,165,Ledyba is a Bug/Flying type Pokémon introduced in Generation 2.
165,"['Swarm', 'Early Bird', 'Iron Fist']",16.666666666666664,3840,70,390,34.523809523809526,Five Star Pokémon,20.0,800000,1.4,21.25984251968504,Redianレディアン,166 Ledian,50.0,166,24.456521739130437,42.85714285714285,45.71428571428572,bug,flying,35.6,2,0,images/166.png,166,Ledian is a Bug/Flying type Pokémon introduced in Generation 2.
166,"['Swarm', 'Insomnia', 'Sniper']",30.55555555555556,3840,70,250,100.0,String Spit Pokémon,15.555555555555555,800000,0.5,15.354330708661418,Itomaruイトマル,167 Spinarak,50.0,167,16.304347826086957,9.523809523809524,14.285714285714285,bug,poison,8.5,2,0,images/167.png,167,Spinarak is a Bug/Poison type Pokémon introduced in Generation 2.
167,"['Swarm', 'Insomnia', 'Sniper']",47.22222222222222,3840,70,400,34.523809523809526,Long Leg Pokémon,28.88888888888889,800000,1.1,27.165354330708663,Ariadosアリアドス,168 Ariados,50.0,168,27.173913043478255,23.809523809523807,20.0,bug,poison,33.5,2,0,images/168.png,168,Ariados is a Bug/Poison type Pokémon introduced in Generation 2.
168,"['Inner Focus', 'Infiltrator']",47.22222222222222,3840,70,535,34.523809523809526,Bat Pokémon,33.33333333333333,1000000,1.8,33.07086614173229,Crobatクロバット,169 Crobat,50.0,169,32.608695652173914,28.57142857142857,71.42857142857143,poison,flying,75.0,2,0,images/169.png,169,Crobat is a Poison/Flying type Pokémon introduced in Generation 2.
169,"['Volt Absorb', 'Illuminate', 'Water Absorb']",18.33333333333333,5120,70,330,74.20634920634922,Angler Pokémon,14.666666666666666,1250000,0.5,29.133858267716533,Chonchieチョンチー,170 Chinchou,50.0,170,25.0,17.142857142857142,35.42857142857142,water,electric,12.0,2,0,images/170.png,170,Chinchou is a Water/Electric type Pokémon introduced in Generation 2.
170,"['Volt Absorb', 'Illuminate', 'Water Absorb']",29.444444444444446,5120,70,460,28.57142857142857,Light Pokémon,23.555555555555557,1250000,1.2,48.81889763779528,Lanternランターン,171 Lanturn,50.0,171,35.869565217391305,26.666666666666668,35.42857142857142,water,electric,22.5,2,0,images/171.png,171,Lanturn is a Water/Electric type Pokémon introduced in Generation 2.
171,"['Static', 'Lightningrod']",19.444444444444446,2560,70,205,74.20634920634922,Tiny Mouse Pokémon,4.444444444444445,1000000,0.3,7.480314960629922,Pichuピチュー,172 Pichu,50.0,172,13.586956521739127,7.142857142857142,31.428571428571427,electric,,2.0,2,0,images/172.png,172,Pichu is an Electric type Pokémon introduced in Generation 2.
172,"['Cute Charm', 'Magic Guard', 'Friend Guard']",11.11111111111111,2560,140,218,58.333333333333336,Star Shape Pokémon,10.222222222222223,800000,0.3,19.291338582677163,Pyピィ,173 Cleffa,24.6,173,19.021739130434785,16.666666666666664,5.714285714285714,fairy,,3.0,2,0,images/173.png,173,Cleffa is a Fairy type Pokémon introduced in Generation 2.
173,"['Cute Charm', 'Competitive', 'Friend Guard']",13.88888888888889,2560,70,210,66.26984126984127,Balloon Pokémon,4.444444444444445,800000,0.3,35.03937007874016,Pupurinププリン,174 Igglybuff,24.6,174,16.304347826086957,0.0,5.714285714285714,normal,fairy,1.0,2,0,images/174.png,174,Igglybuff is a Normal/Fairy type Pokémon introduced in Generation 2.
174,"['Hustle', 'Serene Grace', 'Super Luck']",8.333333333333332,2560,70,245,74.20634920634922,Spike Ball Pokémon,26.666666666666668,800000,0.3,13.385826771653544,Togepyトゲピー,175 Togepi,88.1,175,16.304347826086957,21.428571428571427,8.571428571428571,fairy,,1.5,2,0,images/175.png,175,Togepi is a Fairy type Pokémon introduced in Generation 2.
175,"['Hustle', 'Serene Grace', 'Super Luck']",19.444444444444446,2560,70,405,28.57142857142857,Happiness Pokémon,35.55555555555556,800000,0.6,21.25984251968504,Togechickトゲチック,176 Togetic,88.1,176,38.04347826086957,40.47619047619048,20.0,fairy,flying,3.2,2,0,images/176.png,176,Togetic is a Fairy/Flying type Pokémon introduced in Generation 2.
176,"['Synchronize', 'Early Bird', 'Magic Bounce']",25.0,5120,70,320,74.20634920634922,Little Bird Pokémon,17.77777777777778,1000000,0.2,15.354330708661418,Natyネイティ,177 Natu,50.0,177,32.608695652173914,11.904761904761903,37.142857142857146,psychic,flying,2.0,2,0,images/177.png,177,Natu is a Psychic/Flying type Pokémon introduced in Generation 2.
177,"['Synchronize', 'Early Bird', 'Magic Bounce']",38.88888888888889,5120,70,470,28.57142857142857,Mystic Pokémon,28.88888888888889,1000000,1.5,25.196850393700785,Natioネイティオ,178 Xatu,50.0,178,46.19565217391305,23.809523809523807,51.42857142857142,psychic,flying,15.0,2,0,images/178.png,178,Xatu is a Psychic/Flying type Pokémon introduced in Generation 2.
178,"['Static', 'Plus']",19.444444444444446,5120,70,280,92.06349206349206,Wool Pokémon,15.555555555555555,1059860,0.6,21.25984251968504,Merriepメリープ,179 Mareep,50.0,179,29.89130434782609,11.904761904761903,17.142857142857142,electric,,7.8,2,0,images/179.png,179,Mareep is an Electric type Pokémon introduced in Generation 2.
179,"['Static', 'Plus']",27.77777777777778,5120,70,365,46.42857142857143,Wool Pokémon,22.22222222222222,1059860,0.8,27.165354330708663,Mokokoモココ,180 Flaaffy,50.0,180,38.04347826086957,19.047619047619047,22.857142857142858,electric,,13.3,2,0,images/180.png,180,Flaaffy is an Electric type Pokémon introduced in Generation 2.
180,"['Static', 'Plus']",50.0,5120,70,610,16.666666666666664,Light Pokémon,44.44444444444444,1059860,1.4,35.03937007874016,Denryuデンリュウ,181 Ampharos,50.0,181,84.23913043478261,42.85714285714285,22.857142857142858,electric,,61.5,2,0,images/181.png,181,Ampharos is an Electric type Pokémon introduced in Generation 2.
181,"['Chlorophyll', 'Healer']",41.66666666666667,5120,70,490,16.666666666666664,Flower Pokémon,40.0,1059860,0.4,29.133858267716533,Kireihanaキレイハナ,182 Bellossom,50.0,182,43.47826086956522,38.095238095238095,25.71428571428571,grass,,5.8,2,0,images/182.png,182,Bellossom is a Grass type Pokémon introduced in Generation 2.
182,"['Thick Fat', 'Huge Power', 'Sap Sipper']",8.333333333333332,2560,70,250,74.20634920634922,Aquamouse Pokémon,20.0,800000,0.4,27.165354330708663,Marilマリル,183 Marill,50.0,183,5.434782608695652,14.285714285714285,20.0,water,fairy,8.5,2,0,images/183.png,183,Marill is a Water/Fairy type Pokémon introduced in Generation 2.
183,"['Thick Fat', 'Huge Power', 'Sap Sipper']",25.0,2560,70,420,28.57142857142857,Aquarabbit Pokémon,33.33333333333333,800000,0.8,38.976377952755904,Marilliマリルリ,184 Azumarill,50.0,184,27.173913043478255,28.57142857142857,25.71428571428571,water,fairy,28.5,2,0,images/184.png,184,Azumarill is a Water/Fairy type Pokémon introduced in Generation 2.
184,"['Sturdy', 'Rock Head', 'Rattled']",52.77777777777778,5120,70,410,24.6031746031746,Imitation Pokémon,48.888888888888886,1000000,1.2,27.165354330708663,Usokkieウソッキー,185 Sudowoodo,50.0,185,10.869565217391305,21.428571428571427,14.285714285714285,rock,,38.0,2,0,images/185.png,185,Sudowoodo is a Rock type Pokémon introduced in Generation 2.
185,"['Water Absorb', 'Damp', 'Drizzle']",38.88888888888889,5120,70,500,16.666666666666664,Frog Pokémon,31.11111111111111,1059860,1.1,35.03937007874016,Nyorotonoニョロトノ,186 Politoed,50.0,186,43.47826086956522,38.095238095238095,37.142857142857146,water,,33.9,2,0,images/186.png,186,Politoed is a Water type Pokémon introduced in Generation 2.
186,"['Chlorophyll', 'Leaf Guard', 'Infiltrator']",16.666666666666664,5120,70,250,100.0,Cottonweed Pokémon,15.555555555555555,1059860,0.4,13.385826771653544,Haneccoハネッコ,187 Hoppip,50.0,187,13.586956521739127,16.666666666666664,25.71428571428571,grass,flying,0.5,2,0,images/187.png,187,Hoppip is a Grass/Flying type Pokémon introduced in Generation 2.
187,"['Chlorophyll', 'Leaf Guard', 'Infiltrator']",22.22222222222222,5120,70,340,46.42857142857143,Cottonweed Pokémon,20.0,1059860,0.6,21.25984251968504,Popoccoポポッコ,188 Skiploom,50.0,188,19.021739130434785,21.428571428571427,42.85714285714285,grass,flying,1.0,2,0,images/188.png,188,Skiploom is a Grass/Flying type Pokémon introduced in Generation 2.
188,"['Chlorophyll', 'Leaf Guard', 'Infiltrator']",27.77777777777778,5120,70,460,16.666666666666664,Cottonweed Pokémon,28.88888888888889,1059860,0.8,29.133858267716533,Wataccoワタッコ,189 Jumpluff,50.0,189,24.456521739130437,35.714285714285715,60.0,grass,flying,3.0,2,0,images/189.png,189,Jumpluff is a Grass/Flying type Pokémon introduced in Generation 2.
189,"['Run Away', 'Pickup', 'Skill Link']",36.11111111111111,5120,70,360,16.666666666666664,Long Tail Pokémon,22.22222222222222,800000,0.8,21.25984251968504,Eipamエイパム,190 Aipom,50.0,190,16.304347826086957,16.666666666666664,45.71428571428572,normal,,11.5,2,0,images/190.png,190,Aipom is a Normal type Pokémon introduced in Generation 2.
190,"['Chlorophyll', 'Solar Power', 'Early Bird']",13.88888888888889,5120,70,180,92.06349206349206,Seed Pokémon,11.11111111111111,1059860,0.3,11.41732283464567,Himanutsヒマナッツ,191 Sunkern,50.0,191,10.869565217391305,4.761904761904762,14.285714285714285,grass,,1.8,2,0,images/191.png,191,Sunkern is a Grass type Pokémon introduced in Generation 2.
191,"['Chlorophyll', 'Solar Power', 'Early Bird']",38.88888888888889,5120,70,425,46.42857142857143,Sun Pokémon,22.22222222222222,1059860,0.8,29.133858267716533,Kimawariキマワリ,192 Sunflora,50.0,192,51.63043478260869,30.952380952380956,14.285714285714285,grass,,8.5,2,0,images/192.png,192,Sunflora is a Grass type Pokémon introduced in Generation 2.
192,"['Speed Boost', 'Compoundeyes', 'Frisk']",33.33333333333333,5120,70,390,28.57142857142857,Clear Wing Pokémon,17.77777777777778,1000000,1.2,25.196850393700785,Yanyanmaヤンヤンマ,193 Yanma,50.0,193,35.32608695652174,11.904761904761903,51.42857142857142,bug,flying,38.0,2,0,images/193.png,193,Yanma is a Bug/Flying type Pokémon introduced in Generation 2.
193,"['Damp', 'Water Absorb', 'Unaware']",22.22222222222222,5120,70,210,100.0,Water Fish Pokémon,17.77777777777778,1000000,0.4,21.25984251968504,Upahウパー,194 Wooper,50.0,194,8.152173913043478,2.380952380952381,5.714285714285714,water,ground,8.5,2,0,images/194.png,194,"Wooper is a Water/Ground type Pokémon introduced in Generation 2. Wooper has a new Paldean Form, available in Pokémon Scarlet/Violet."
194,"['Damp', 'Water Absorb', 'Unaware']",44.44444444444444,5120,70,430,34.523809523809526,Water Fish Pokémon,35.55555555555556,1000000,1.4,37.00787401574803,Nuohヌオー,195 Quagsire,50.0,195,29.89130434782609,21.428571428571427,17.142857142857142,water,ground,75.0,2,0,images/195.png,195,Quagsire is a Water/Ground type Pokémon introduced in Generation 2.
195,"['Synchronize', 'Magic Bounce']",33.33333333333333,8960,70,525,16.666666666666664,Sun Pokémon,24.444444444444443,1000000,0.9,25.196850393700785,Eifieエーフィ,196 Espeon,88.1,196,65.21739130434783,35.714285714285715,60.0,psychic,,26.5,2,0,images/196.png,196,Espeon is a Psychic type Pokémon introduced in Generation 2.
196,"['Synchronize', 'Inner Focus']",33.33333333333333,8960,35,525,16.666666666666664,Moonlight Pokémon,46.66666666666666,1000000,1.0,37.00787401574803,Blackyブラッキー,197 Umbreon,88.1,197,27.173913043478255,52.38095238095239,34.285714285714285,dark,,27.0,2,0,images/197.png,197,Umbreon is a Dark type Pokémon introduced in Generation 2.
197,"['Insomnia', 'Super Luck', 'Prankster']",44.44444444444444,5120,35,405,10.714285714285714,Darkness Pokémon,16.444444444444446,1059860,0.5,23.228346456692915,Yamikarasuヤミカラス,198 Murkrow,50.0,198,40.76086956521739,10.476190476190476,49.142857142857146,dark,flying,2.1,2,0,images/198.png,198,Murkrow is a Dark/Flying type Pokémon introduced in Generation 2.
198,"['Oblivious', 'Own Tempo', 'Regenerator']",38.88888888888889,5120,70,490,26.58730158730159,Royal Pokémon,33.33333333333333,1000000,2.0,37.00787401574803,Yadokingヤドキング,199 Slowking,50.0,199,48.91304347826087,42.85714285714285,14.285714285714285,water,psychic,79.5,2,0,images/199.png,199,"Slowking is a Water/Psychic type Pokémon introduced in Generation 2. Slowking has a Galarian Form, introduced in the Pokémon Sword/Shield Expansion Pass."
199,['Levitate'],30.55555555555556,6400,35,435,16.666666666666664,Screech Pokémon,24.444444444444443,800000,0.7,23.228346456692915,Mumaムウマ,200 Misdreavus,50.0,200,40.76086956521739,30.952380952380956,45.71428571428572,ghost,,1.0,2,0,images/200.png,200,"Misdreavus is a Ghost type Pokémon introduced in Generation 2. In Generation 9, a Paradox Pokémon Flutter Mane was discovered, which bears a striking resemblance to Misdreavus."
200,['Levitate'],37.22222222222222,10240,70,336,88.09523809523809,Symbol Pokémon,19.11111111111111,1000000,0.5,18.50393700787401,Unknownアンノーン,201 Unown,,201,33.69565217391305,13.333333333333334,24.571428571428573,psychic,,5.0,2,0,images/201.png,201,Unown is a Psychic type Pokémon introduced in Generation 2.
201,"['Shadow Tag', 'Telepathy']",15.555555555555555,5120,70,405,16.666666666666664,Patient Pokémon,23.555555555555557,1000000,1.3,74.40944881889764,Sonansソーナンス,202 Wobbuffet,50.0,202,12.5,18.09523809523809,16.0,psychic,,28.5,2,0,images/202.png,202,Wobbuffet is a Psychic type Pokémon introduced in Generation 2.
202,"['Inner Focus', 'Early Bird', 'Sap Sipper']",41.66666666666667,5120,70,455,22.61904761904762,Long Neck Pokémon,26.666666666666668,1000000,1.5,27.165354330708663,Kirinrikiキリンリキ,203 Girafarig,50.0,203,43.47826086956522,21.428571428571427,45.71428571428572,normal,psychic,41.5,2,0,images/203.png,203,Girafarig is a Normal/Psychic type Pokémon introduced in Generation 2.
203,"['Sturdy', 'Overcoat']",33.33333333333333,5120,70,290,74.20634920634922,Bagworm Pokémon,37.77777777777778,1000000,0.6,19.291338582677163,Kunugidamaクヌギダマ,204 Pineco,50.0,204,13.586956521739127,7.142857142857142,5.714285714285714,bug,,7.2,2,0,images/204.png,204,Pineco is a Bug type Pokémon introduced in Generation 2.
204,"['Sturdy', 'Overcoat']",47.22222222222222,5120,70,465,28.57142857142857,Bagworm Pokémon,60.0,1000000,1.2,29.133858267716533,Foretosフォレトス,205 Forretress,50.0,205,27.173913043478255,19.047619047619047,20.0,bug,steel,125.8,2,0,images/205.png,205,Forretress is a Bug/Steel type Pokémon introduced in Generation 2.
205,"['Serene Grace', 'Run Away', 'Rattled']",36.11111111111111,5120,70,415,74.20634920634922,Land Snake Pokémon,28.88888888888889,1000000,1.5,38.976377952755904,Nokocchiノコッチ,206 Dunsparce,50.0,206,29.89130434782609,21.428571428571427,22.857142857142858,normal,,14.0,2,0,images/206.png,206,Dunsparce is a Normal type Pokémon introduced in Generation 2.
206,"['Hyper Cutter', 'Sand Veil', 'Immunity']",38.88888888888889,5120,70,430,22.61904761904762,Flyscorpion Pokémon,44.44444444444444,1059860,1.1,25.196850393700785,Gligerグライガー,207 Gligar,50.0,207,13.586956521739127,21.428571428571427,45.71428571428572,ground,flying,64.8,2,0,images/207.png,207,Gligar is a Ground/Flying type Pokémon introduced in Generation 2.
207,"['Rock Head', 'Sturdy', 'Sheer Force']",66.66666666666666,6400,70,610,8.73015873015873,Iron Snake Pokémon,100.0,1000000,9.2,29.133858267716533,Haganeilハガネール,208 Steelix,50.0,208,24.456521739130437,35.714285714285715,14.285714285714285,steel,ground,400.0,2,0,images/208.png,208,"Steelix is a Steel/Ground type Pokémon introduced in Generation 2. Steelix has a Mega Evolution, available in Omega Ruby/Alpha Sapphire and Pokémon Go."
208,"['Intimidate', 'Run Away', 'Rattled']",41.66666666666667,5120,70,300,74.20634920634922,Fairy Pokémon,20.0,800000,0.6,23.228346456692915,Buluブルー,209 Snubbull,24.6,209,16.304347826086957,9.523809523809524,14.285714285714285,fairy,,7.8,2,0,images/209.png,209,Snubbull is a Fairy type Pokémon introduced in Generation 2.
209,"['Intimidate', 'Quick Feet', 'Rattled']",63.888888888888886,5120,70,450,28.57142857142857,Fairy Pokémon,31.11111111111111,800000,1.4,35.03937007874016,Granbuluグランブル,210 Granbull,24.6,210,27.173913043478255,19.047619047619047,22.857142857142858,fairy,,48.7,2,0,images/210.png,210,Granbull is a Fairy type Pokémon introduced in Generation 2.
210,"['Poison Point', 'Swift Swim', 'Intimidate']",50.0,5120,70,440,16.666666666666664,Balloon Pokémon,35.55555555555556,1000000,0.5,25.196850393700785,Harysenハリーセン,211 Qwilfish,50.0,211,24.456521739130437,16.666666666666664,45.71428571428572,water,poison,3.9,2,0,images/211.png,211,"Qwilfish is a Water/Poison type Pokémon introduced in Generation 2. Qwilfish has a Hisuian Form, introduced in Pokémon Legends: Arceus, which evolves into Overqwil."
211,"['Swarm', 'Technician', 'Light Metal']",80.55555555555556,6400,70,600,8.73015873015873,Pincer Pokémon,60.0,1000000,1.8,27.165354330708663,Hassamハッサム,212 Scizor,50.0,212,29.89130434782609,38.095238095238095,40.0,bug,steel,118.0,2,0,images/212.png,212,"Scizor is a Bug/Steel type Pokémon introduced in Generation 2. Scizor is a red, metallic, ant-like Pokémon with yellow and black patterns on its pincers which resemble an eye pattern. Its body consists of three main parts: the torso, the abdomen and the head. It stands on two legs and has a pair of small wings located on its back which are used to control its body temperature, rather than flying. Scizor's habitat is lush and vast where it can reside with the rest of the swarm. Scizor evolves from the Bug/Flying type Scyther, thus losing its Flying type upon evolution - a rare occurrence for Pokémon. Scizor has a Mega Evolution, available in Generation 6 games and Pokémon Go."
212,"['Sturdy', 'Gluttony', 'Contrary']",2.7777777777777777,5120,70,505,74.20634920634922,Mold Pokémon,100.0,1059860,0.6,7.480314960629922,Tsubotsuboツボツボ,213 Shuckle,50.0,213,0.0,100.0,0.0,bug,rock,20.5,2,0,images/213.png,213,Shuckle is a Bug/Rock type Pokémon introduced in Generation 2.
213,"['Swarm', 'Guts', 'Moxie']",100.0,6400,70,600,16.666666666666664,Singlehorn Pokémon,48.888888888888886,1250000,1.5,31.10236220472441,Heracrosヘラクロス,214 Heracross,50.0,214,16.304347826086957,40.47619047619048,40.0,bug,fighting,54.0,2,0,images/214.png,214,"Heracross is a Bug/Fighting type Pokémon introduced in Generation 2. Heracross has a Mega Evolution, available in Generation 6 games."
214,"['Inner Focus', 'Keen Eye', 'Pickpocket']",50.0,5120,35,430,22.61904761904762,Sharp Claw Pokémon,22.22222222222222,1059860,0.9,21.25984251968504,Nyulaニューラ,215 Sneasel,50.0,215,13.586956521739127,26.190476190476197,62.85714285714285,dark,ice,28.0,2,0,images/215.png,215,"Sneasel is a Dark/Ice type Pokémon introduced in Generation 2. Sneasel has a Hisuian Form, introduced in Pokémon Legends: Arceus, which evolves into Sneasler."
215,"['Pickup', 'Quick Feet', 'Honey Gather']",41.66666666666667,5120,70,330,46.42857142857143,Little Bear Pokémon,20.0,1000000,0.6,23.228346456692915,Himegumaヒメグマ,216 Teddiursa,50.0,216,21.73913043478261,14.285714285714285,20.0,normal,,8.8,2,0,images/216.png,216,Teddiursa is a Normal type Pokémon introduced in Generation 2.
216,"['Guts', 'Quick Feet', 'Unnerve']",69.44444444444444,5120,70,500,22.61904761904762,Hibernator Pokémon,31.11111111111111,1000000,1.8,35.03937007874016,Ringumaリングマ,217 Ursaring,50.0,217,35.32608695652174,26.190476190476197,28.57142857142857,normal,,125.8,2,0,images/217.png,217,Ursaring is a Normal type Pokémon introduced in Generation 2.
217,"['Magma Armor', 'Flame Body', 'Weak Armor']",19.444444444444446,5120,70,250,74.20634920634922,Lava Pokémon,15.555555555555555,1000000,0.7,15.354330708661418,Magmagマグマッグ,218 Slugma,50.0,218,32.608695652173914,9.523809523809524,8.571428571428571,fire,,35.0,2,0,images/218.png,218,Slugma is a Fire type Pokémon introduced in Generation 2.
218,"['Magma Armor', 'Flame Body', 'Weak Armor']",25.0,5120,70,430,28.57142857142857,Lava Pokémon,51.11111111111111,1000000,0.8,23.228346456692915,Magcargotマグカルゴ,219 Magcargo,50.0,219,43.47826086956522,28.57142857142857,14.285714285714285,fire,rock,55.0,2,0,images/219.png,219,Magcargo is a Fire/Rock type Pokémon introduced in Generation 2.
219,"['Oblivious', 'Snow Cloak', 'Thick Fat']",25.0,5120,70,250,88.09523809523809,Pig Pokémon,15.555555555555555,1250000,0.4,19.291338582677163,Urimooウリムー,220 Swinub,50.0,220,10.869565217391305,4.761904761904762,25.71428571428571,ice,ground,6.5,2,0,images/220.png,220,Swinub is an Ice/Ground type Pokémon introduced in Generation 2.
220,"['Oblivious', 'Snow Cloak', 'Thick Fat']",52.77777777777778,5120,70,450,28.57142857142857,Swine Pokémon,33.33333333333333,1250000,1.1,38.976377952755904,Inomooイノムー,221 Piloswine,50.0,221,27.173913043478255,19.047619047619047,25.71428571428571,ice,ground,55.8,2,0,images/221.png,221,Piloswine is an Ice/Ground type Pokémon introduced in Generation 2.
221,"['Hustle', 'Natural Cure', 'Regenerator']",27.77777777777778,5120,70,410,22.61904761904762,Coral Pokémon,40.0,800000,0.6,25.196850393700785,Sunnygoサニーゴ,222 Corsola,24.6,222,29.89130434782609,35.714285714285715,17.142857142857142,water,rock,5.0,2,0,images/222.png,222,"Corsola is a Water/Rock type Pokémon introduced in Generation 2. Corsola has a Galarian Form, introduced in Pokémon Sword/Shield, which evolves into Cursola. It's said that this form arose from the Corsola that lived in the sea surrounding the Galar region in the ancient past and that lost their lives due to a meteorite impact in the area."
222,"['Hustle', 'Sniper', 'Moody']",33.33333333333333,5120,70,300,74.20634920634922,Jet Pokémon,13.333333333333334,1000000,0.6,13.385826771653544,Teppouoテッポウオ,223 Remoraid,50.0,223,29.89130434782609,7.142857142857142,34.285714285714285,water,,12.0,2,0,images/223.png,223,Remoraid is a Water type Pokémon introduced in Generation 2.
